EUI,latitude,longitude,month,daytime_hour,temperature,humidity,solar_irradiation,pressure
BE7A00000000313C,45.17667,19.151683,7,16,30.6,31.0,352,100240.0
BE7A00000000313C,45.17667,19.151683,7,16,30.3,31.4,381,100240.0
BE7A00000000313C,45.17667,19.151683,7,16,30.2,31.6,320,100250.0
BE7A00000000313C,45.17667,19.151683,7,16,30.1,31.8,292,100250.0
BE7A00000000313C,45.17667,19.151683,7,17,29.8,31.1,276,100260.0
BE7A00000000313C,45.17667,19.151683,7,17,28.9,28.4,221,100270.0
BE7A00000000313C,45.17667,19.151683,7,18,27.7,30.4,149,100280.0
BE7A00000000313C,45.17667,19.151683,7,19,26.7,36.0,37,100320.0
BE7A00000000313C,45.17667,19.151683,7,19,26.3,36.8,41,100320.0
BE7A00000000313C,45.17667,19.151683,7,19,25.9,36.8,28,100340.0
BE7A00000000313C,45.17667,19.151683,7,20,25.3,35.6,13,100360.0
BE7A00000000313C,45.17667,19.151683,7,20,24.3,36.3,1,100380.0
BE7A00000000313C,45.17667,19.151683,7,22,20.5,48.1,0,100480.0
BE7A00000000313C,45.17667,19.151683,7,22,20.5,48.1,0,100490.0
BE7A00000000313C,45.17667,19.151683,7,23,20.7,47.9,0,100500.0
BE7A00000000313C,45.17667,19.151683,7,23,19.7,51.7,0,100550.0
BE7A00000000313C,45.17667,19.151683,7,23,19.4,53.3,0,100580.0
BE7A00000000313C,45.17667,19.151683,7,0,19.2,55.3,0,100590.0
BE7A00000000313C,45.17667,19.151683,7,0,19.0,57.0,0,100590.0
BE7A00000000313C,45.17667,19.151683,7,0,18.6,58.8,0,100590.0
BE7A00000000313C,45.17667,19.151683,7,0,18.3,59.7,0,100590.0
BE7A00000000313C,45.17667,19.151683,7,0,17.9,63.1,0,100580.0
BE7A00000000313C,45.17667,19.151683,7,0,17.5,64.6,0,100580.0
BE7A00000000313C,45.17667,19.151683,7,1,17.0,67.5,0,100570.0
BE7A00000000313C,45.17667,19.151683,7,1,16.8,68.5,0,100580.0
